-0.369254,0.332682,-0.054533
-0.251379,0.382302,-0.201626
0.489534,-0.101244,0.010334
-0.241325,-0.418929,0.127518
-0.288096,0.160817,-0.375684
-0.367746,0.229937,0.248780
-0.381090,0.013232,-0.323412
-0.102639,-0.468216,0.142262
0.136483,-0.443350,-0.186583
0.126261,0.478870,-0.068857
0.275886,0.381283,0.168851
0.104470,0.363556,-0.326975
0.206060,-0.258675,-0.375002
0.379620,-0.264496,0.189553
0.470334,0.114705,0.125014
-0.070833,0.342481,-0.357337
0.292390,-0.304918,0.267458
0.101276,-0.410489,0.266912
0.082648,-0.358474,0.338624
-0.355325,-0.289839,-0.199343
-0.212115,-0.017057,-0.452456
0.351581,0.123139,0.333508
0.090901,0.491356,0.017510
-0.091027,-0.139661,0.471390
-0.184186,0.350548,-0.305274
0.032264,0.412249,-0.281087
0.235504,-0.440884,0.012625
-0.238784,0.413313,0.148845
0.015433,-0.496254,0.059111
-0.269028,0.069603,-0.415668
-0.304481,-0.392863,-0.054311
0.335747,0.167988,-0.330234
-0.088793,-0.196077,0.451298
0.092881,0.399427,-0.286063
0.320128,-0.322483,0.208622
0.402145,-0.015728,0.296702
-0.157712,-0.221421,0.419642
0.071732,-0.484003,-0.102933
0.318029,0.230193,0.309627
-0.088318,0.491496,0.025133
0.119625,0.325937,-0.359799
-0.435611,-0.193721,-0.150715
-0.439946,0.228006,-0.066792
-0.489694,0.066995,0.075575
0.009228,0.446559,-0.224722
0.359343,0.277156,-0.209897
-0.492756,-0.084796,-0.001152
-0.379765,-0.051778,0.321089
0.466063,-0.022037,0.179721
-0.123335,-0.481693,-0.052545
-0.203535,-0.435957,-0.136071
0.069503,-0.494882,0.016160
0.447721,-0.062239,0.213712
0.476930,-0.125449,-0.082461
-0.368107,0.196222,-0.275670
0.136671,0.157872,-0.454310
-0.156314,-0.052054,0.472077
-0.112993,-0.094694,0.477772
0.046804,-0.490122,0.087120
-0.420463,-0.138010,-0.232732
-0.314765,0.100513,0.375260
-0.353654,0.298553,0.189196
-0.232352,0.386801,0.215401
-0.408824,-0.283716,-0.048668
-0.347257,0.350461,0.081175
0.365303,-0.337968,0.048285
0.404004,0.218607,-0.197464
0.033105,0.381702,-0.321260
-0.369437,-0.206230,-0.266432
0.110139,0.031274,-0.486715
0.393865,0.276558,-0.135594
-0.472727,-0.160302,-0.028859
0.152220,-0.020029,-0.475845
0.129223,-0.476469,0.079234
0.265668,-0.332344,-0.262616
-0.426540,-0.257911,0.039308
0.004771,-0.405201,-0.292898
0.008648,-0.397241,-0.303521
-0.221547,-0.275079,0.353905
0.224216,0.100748,0.435405
0.258232,-0.072355,-0.421997
-0.220442,0.216920,-0.392875
0.299758,0.185676,0.354498
0.038788,-0.354855,-0.350106
-0.259520,-0.158862,0.396753
0.242610,0.364416,0.241539
-0.477783,-0.121878,-0.082881
0.007744,-0.068183,-0.495269
-0.049220,-0.286115,-0.407081
-0.193788,-0.417178,-0.195982
-0.262958,0.076350,0.418359
-0.467978,-0.004272,-0.176007
0.365468,-0.210827,0.268300
-0.277886,0.245220,0.335629
-0.389857,0.032926,0.311331
0.487803,0.016042,-0.108589
0.048995,-0.488040,-0.097042
-0.025843,-0.170964,0.469152
-0.471439,0.157461,-0.054327
0.033356,-0.039283,-0.497337
0.066061,0.108833,-0.483520
-0.006301,0.397673,0.303012
0.123706,0.388273,-0.289726
0.020122,-0.208760,0.453888
-0.212291,0.431641,-0.136450
0.472612,-0.159969,0.032358
0.180142,-0.343249,-0.315798
0.490289,-0.081010,-0.055269
0.116213,0.231520,0.427660
-0.277605,0.128860,-0.395386
-0.063766,-0.409533,-0.279672
0.033046,0.183128,0.464082
0.396394,0.174054,-0.250153
0.105761,-0.027790,-0.487895
0.281268,-0.141857,-0.388284
0.323933,-0.193509,-0.328057
-0.324711,0.354930,0.136337
-0.359129,-0.339695,-0.075061
-0.422743,-0.264321,0.037727
-0.273002,0.110513,0.404051
-0.368019,-0.216104,0.260501
0.384155,0.203603,-0.246922
-0.276268,-0.049040,0.413849
0.394358,-0.150457,-0.268039
-0.023858,0.451280,-0.213955
0.193537,-0.443151,0.127127
0.334662,0.208383,0.307534
-0.450444,-0.055896,0.209705
-0.310709,-0.135110,-0.367702
-0.303744,0.394099,-0.049247
-0.206394,0.172222,0.421594
-0.335933,-0.344324,0.136349
0.025587,0.184849,0.463871
-0.493559,-0.078434,0.015741
-0.386717,0.300615,0.100401
0.207664,0.287536,-0.352418
-0.132021,0.035574,-0.480942
0.324638,0.366786,-0.100391
0.072883,-0.169381,0.464756
0.212369,-0.441982,0.097730
0.010149,0.097645,0.490268
-0.305509,-0.381916,-0.103941
-0.406818,0.218704,0.191488
-0.146244,-0.450503,0.160187
-0.493963,0.031142,-0.070930
-0.242419,-0.387997,-0.201722
0.171961,0.434695,-0.177397
0.020247,0.218852,0.449103
0.231711,0.442972,0.009223
0.243672,-0.382879,0.209827
-0.254958,-0.259274,-0.343181
