0.523322,-0.792411,-1.034793
-0.860069,-0.837233,-1.388401
0.665897,-0.861996,-1.583757
-0.717494,-0.906818,-1.937365
0.578669,-0.791330,-1.026269
-0.723755,-0.833529,-1.359182
0.718504,-0.859578,-1.564685
-0.583919,-0.901778,-1.897598
-0.912676,-0.839650,-1.407472
0.389749,-0.797451,-1.074560
-0.772841,-0.907899,-1.945888
0.529584,-0.865700,-1.612976
0.524692,-0.737781,-1.047076
-0.858699,-0.782604,-1.400684
0.664528,-0.806030,-1.585491
-0.718863,-0.850852,-1.939100
0.524692,-0.848377,-1.033058
-0.858699,-0.893199,-1.386665
0.664528,-0.916625,-1.571472
-0.718863,-0.961447,-1.925081
0.634629,-0.791628,-1.028623
-0.589942,-0.831305,-1.341635
0.766351,-0.855917,-1.535798
-0.458219,-0.895593,-1.848811
-0.960522,-0.843312,-1.436359
0.264048,-0.803635,-1.123347
-0.828800,-0.907600,-1.943535
0.395770,-0.867924,-1.630522
0.581187,-0.735695,-1.038943
-0.719715,-0.777845,-1.371467
0.718014,-0.802475,-1.565774
-0.582889,-0.844625,-1.898297
0.581187,-0.848369,-1.024661
-0.719715,-0.890519,-1.357185
-0.912185,-0.784081,-1.420664
0.388718,-0.741931,-1.088140
0.718014,-0.915148,-1.551491
-0.582889,-0.957298,-1.884015
-0.775359,-0.850861,-1.947495
0.525544,-0.808711,-1.614971
-0.912185,-0.896755,-1.406382
0.388718,-0.854605,-1.073858
-0.775359,-0.963534,-1.933213
0.525544,-0.921384,-1.600689
0.528749,-0.686589,-1.069435
-0.854642,-0.731411,-1.423044
0.660471,-0.750877,-1.576611
-0.722920,-0.795700,-1.930220
0.528749,-0.903529,-1.041937
-0.854642,-0.948351,-1.395545
0.660471,-0.967817,-1.549112
-0.722920,-1.012640,-1.902721
0.689050,-0.793294,-1.041761
-0.463769,-0.830646,-1.336433
0.807597,-0.851152,-1.498207
-0.345222,-0.888504,-1.792878
-1.001768,-0.848077,-1.473951
0.151051,-0.810725,-1.179278
-0.883222,-0.905935,-1.930397
0.269598,-0.868583,-1.635725
0.639807,-0.734540,-1.042809
-0.579979,-0.774062,-1.354598
0.767552,-0.796888,-1.534672
-0.452234,-0.836409,-1.846462
0.639807,-0.850451,-1.028117
-0.579979,-0.889972,-1.339906
-0.961723,-0.786431,-1.452176
0.258062,-0.746909,-1.140386
0.767552,-0.912798,-1.519980
-0.452234,-0.952320,-1.831770
-0.833979,-0.848778,-1.944040
0.385808,-0.809256,-1.632251
-0.961723,-0.902341,-1.437484
0.258062,-0.862819,-1.125694
-0.833979,-0.964688,-1.929347
0.385808,-0.925167,-1.617558
0.587308,-0.682459,-1.063046
-0.711225,-0.724532,-1.394963
0.715054,-0.744806,-1.554909
-0.583479,-0.786879,-1.886827
0.587308,-0.905934,-1.034719
-0.711225,-0.948007,-1.366636
-0.909225,-0.730947,-1.445574
0.389308,-0.688874,-1.113657
0.715054,-0.968282,-1.526582
-0.583479,-1.010355,-1.858500
-0.781480,-0.793294,-1.937438
0.517053,-0.751221,-1.605519
-0.909225,-0.954423,-1.417247
0.389308,-0.912350,-1.085330
-0.781480,-1.016770,-1.909111
0.517053,-0.974697,-1.577192
0.535336,-0.640800,-1.101013
-0.848054,-0.685623,-1.454622
0.653883,-0.698658,-1.557459
-0.729508,-0.743481,-1.911067
0.535336,-0.955749,-1.061091
-0.848054,-1.000572,-1.414699
0.653883,-1.013607,-1.517537
-0.729508,-1.058430,-1.871145
0.739843,-0.796262,-1.065179
-0.350086,-0.831576,-1.343775
0.840658,-0.845466,-1.453355
-0.249270,-0.880781,-1.731951
-1.034829,-0.853762,-1.518802
0.055099,-0.818448,-1.240207
-0.934013,-0.902967,-1.906978
0.155915,-0.867652,-1.628381
0.698127,-0.734689,-1.059559
-0.445654,-0.771748,-1.351921
0.810573,-0.789569,-1.492513
-0.333208,-0.826628,-1.784875
0.698127,-0.854487,-1.044374
-0.445654,-0.891546,-1.336736
-1.004743,-0.789862,-1.494829
0.139036,-0.752804,-1.202469
0.810573,-0.909367,-1.477328
-0.333208,-0.946426,-1.769689
-0.892298,-0.844743,-1.927783
0.251482,-0.807684,-1.635421
-1.004743,-0.909661,-1.479644
0.139036,-0.872602,-1.187283
-0.892298,-0.964541,-1.912598
0.251482,-0.927482,-1.620236
0.649357,-0.679419,-1.070958
-0.564603,-0.718752,-1.381258
0.765769,-0.736235,-1.519183
-0.448192,-0.775568,-1.829484
0.649357,-0.910852,-1.041622
